season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,person_id,round_number,round_pick,overall_pick,team_id,organization,person_id_player,display_first_last,birthdate,school,country,draft_year,draft_round,draft_number
2012.0,203084.0,Harrison,Barnes,Harrison Barnes,SF-SG,79.0,6' 7'',80.0,6' 8'',227.8,83.25,6' 11.25'',101.5,8' 5.5'',9.6,9.0,8.5,38.0,39.5,10.93,3.1,3.16,15.0,203084.0,1.0,7.0,7.0,1610612744.0,North Carolina,203084.0,Harrison Barnes,1992-05-30 00:00:00,North Carolina,USA,2012,1,7
2012.0,203115.0,Will,Barton,Will Barton,SG-SF,77.0,6' 5'',78.0,6' 6'',174.4,81.75,6' 9.75'',102.5,8' 6.5'',4.1,9.0,9.5,30.0,34.0,12.5,3.1,3.6,0.0,203115.0,2.0,10.0,40.0,1610612757.0,Memphis,203115.0,Will Barton,1991-01-06 00:00:00,Memphis,USA,2012,2,40
2012.0,203078.0,Bradley,Beal,Bradley Beal,SG,75.25,6' 3.25'',76.75,6' 4.75'',201.8,80.0,6' 8'',100.0,8' 4'',6.0,8.5,9.0,33.0,39.0,10.95,3.1,3.28,8.0,203078.0,1.0,3.0,3.0,1610612764.0,Florida,203078.0,Bradley Beal,1993-06-28 00:00:00,Florida,USA,2012,1,3
2012.0,12458.0,J'Covan,Brown,J'Covan Brown,PG,73.0,6' 1'',74.25,6' 2.25'',202.4,77.25,6' 5.25'',96.0,8' 0'',12.5,7.75,8.25,26.0,29.5,11.68,3.1,3.47,3.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2012.0,203733.0,William,Buford,William Buford,SG-SF,76.0,6' 4'',77.0,6' 5'',214.6,81.5,6' 9.5'',102.0,8' 6'',11.3,8.75,10.0,27.5,32.5,11.4,3.1,3.43,8.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2012.0,203109.0,Jae,Crowder,Jae Crowder,SF,76.75,6' 4.75'',78.5,6' 6.5'',241.2,81.25,6' 9.25'',99.5,8' 3.5'',9.0,9.5,10.5,31.0,34.5,11.45,3.1,3.37,20.0,203109.0,2.0,4.0,34.0,1610612739.0,Marquette,203109.0,Jae Crowder,1990-07-06 00:00:00,Marquette,USA,2012,2,34
2012.0,203099.0,Jared,Cunningham,Jared Cunningham,SG-PG,75.5,6' 3.5'',77.0,6' 5'',187.6,78.5,6' 6.5'',98.0,8' 2'',3.6,8.25,9.0,29.0,34.5,11.32,3.1,3.27,4.0,203099.0,1.0,24.0,24.0,1610612739.0,Oregon State,203099.0,Jared Cunningham,1991-05-22 00:00:00,Oregon State,USA,2012,1,24
2012.0,203076.0,Anthony,Davis,Anthony Davis,PF-C,81.25,6' 9.25'',82.5,6' 10.5'',221.8,89.5,7' 5.5'',108.0,9' 0'',7.9,9.0,8.5,29.0,34.5,11.32,3.1,3.27,10.0,203076.0,1.0,1.0,1.0,1610612740.0,Kentucky,203076.0,Anthony Davis,1993-03-11 00:00:00,Kentucky,USA,2012,1,1
2012.0,203134.0,Marcus,Denmon,Marcus Denmon,SG,74.25,6' 2.25'',75.25,6' 3.25'',188.2,77.0,6' 5'',94.5,7' 10.5'',6.6,8.25,9.75,33.5,40.0,10.82,3.1,3.19,8.0,203134.0,2.0,29.0,59.0,1610612759.0,Missouri,203479.5,,,,,,,
2012.0,203083.0,Andre,Drummond,Andre Drummond,C,81.75,6' 9.75'',83.75,6' 11.75'',278.6,90.25,7' 6.25'',109.5,9' 1.5'',7.5,9.5,9.5,31.5,33.5,10.83,3.1,3.39,10.0,203083.0,1.0,9.0,9.0,1610612765.0,Connecticut,203083.0,Andre Drummond,1993-08-10 00:00:00,Connecticut,USA,2012,1,9
2012.0,203119.0,Kim,English,Kim English,SG,76.5,6' 4.5'',77.75,6' 5.75'',192.0,78.5,6' 6.5'',98.0,8' 2'',4.3,8.5,8.75,29.0,36.5,10.59,3.1,3.33,10.0,203119.0,2.0,14.0,44.0,1610612765.0,Missouri,203119.0,Kim English,1988-09-24 00:00:00,Missouri,USA,2012,2,44
2012.0,203105.0,Festus,Ezeli,Festus Ezeli,C-PF,81.75,6' 9.75'',83.5,6' 11.5'',264.2,89.75,7' 5.75'',108.0,9' 0'',5.5,9.0,10.75,34.0,33.5,12.35,3.1,3.29,18.0,203105.0,1.0,30.0,30.0,1610612744.0,Vanderbilt,203105.0,Festus Ezeli,1989-10-21 00:00:00,Vanderbilt,Nigeria,2012,1,30
2012.0,12467.0,Drew,Gordon,Drew Gordon,PF,80.0,6' 8'',80.75,6' 8.75'',239.0,83.5,6' 11.5'',103.5,8' 7.5'',9.1,8.5,9.75,29.0,34.0,11.35,3.1,3.49,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2012.0,203254.0,JaMychal,Green,JaMychal Green,PF,80.0,6' 8'',81.0,6' 9'',217.4,86.25,7' 2.25'',106.5,8' 10.5'',9.8,9.25,9.25,29.5,32.5,10.63,3.1,3.38,19.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2012.0,203110.0,Draymond,Green,Draymond Green,PF-SF,77.75,6' 5.75'',79.5,6' 7.5'',235.6,85.25,7' 1.25'',105.0,8' 9'',11.3,9.0,9.5,28.0,33.0,11.01,3.1,3.4,9.0,203110.0,2.0,5.0,35.0,1610612744.0,Michigan State,203110.0,Draymond Green,1990-03-04 00:00:00,Michigan State,USA,2012,2,35
2012.0,203090.0,Maurice,Harkless,Maurice Harkless,SF,79.25,6' 7.25'',80.75,6' 8.75'',206.6,84.0,7' 0'',102.5,8' 6.5'',5.3,9.25,10.25,32.5,37.0,10.87,3.1,3.25,5.0,203090.0,1.0,15.0,15.0,1610612755.0,St. John's (NY),203479.5,,,,,,,
2012.0,203089.0,John,Henson,John Henson,PF,81.0,6' 9'',82.5,6' 10.5'',216.0,89.0,7' 5'',112.0,9' 4'',8.6,9.25,10.0,25.5,30.0,11.32,3.1,3.27,5.0,203089.0,1.0,14.0,14.0,1610612749.0,North Carolina,203089.0,John Henson,1990-12-28 00:00:00,North Carolina,USA,2012,1,14
2012.0,203189.0,Tu,Holloway,Tu Holloway,PG,70.5,5' 10.5'',71.75,5' 11.75'',186.8,77.5,6' 5.5'',94.5,7' 10.5'',8.5,8.75,10.0,28.0,35.0,11.0,3.1,3.42,12.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2012.0,203133.0,Robbie,Hummel,Robbie Hummel,SF,79.25,6' 7.25'',80.5,6' 8.5'',218.0,80.5,6' 8.5'',102.0,8' 6'',9.4,8.5,9.5,27.5,30.0,11.56,3.1,3.41,13.0,203133.0,2.0,28.0,58.0,1610612750.0,Purdue,203133.0,Robbie Hummel,1989-03-08 00:00:00,Purdue,USA,2012,2,58
2012.0,203108.0,Bernard,James,Bernard James,PF,80.75,6' 8.75'',82.0,6' 10'',229.8,87.0,7' 3'',108.5,9' 0.5'',5.0,9.0,9.25,30.0,32.5,11.84,3.1,3.4,6.0,203108.0,2.0,3.0,33.0,1610612739.0,Florida State,203108.0,Bernard James,1985-02-07 00:00:00,Florida State,USA,2012,2,33
2012.0,203098.0,John,Jenkins,John Jenkins,SG,75.25,6' 3.25'',76.25,6' 4.25'',212.0,80.5,6' 8.5'',98.0,8' 2'',7.1,9.0,9.0,30.5,36.5,11.36,3.1,3.37,10.0,203098.0,1.0,23.0,23.0,1610612737.0,Vanderbilt,203098.0,John Jenkins,1991-03-06 00:00:00,Vanderbilt,USA,2012,1,23
2012.0,203111.0,Orlando,Johnson,Orlando Johnson,SG,75.75,6' 3.75'',77.25,6' 5.25'',223.8,83.25,6' 11.25'',99.0,8' 3'',7.0,9.0,9.5,32.0,39.5,10.98,3.1,3.25,13.0,203111.0,2.0,6.0,36.0,1610612758.0,California-Santa Barbara,203479.5,,,,,,,
2012.0,203130.0,Darius,Johnson-Odom,Darius Johnson-Odom,SG,73.5,6' 1.5'',75.0,6' 3'',212.0,79.0,6' 7'',96.0,8' 0'',7.0,8.75,8.75,33.5,41.5,10.76,3.1,3.21,17.0,203130.0,2.0,25.0,55.0,1610612742.0,Marquette,203130.0,Darius Johnson-Odom,1989-09-28 00:00:00,Marquette,USA,2012,2,55
2012.0,203093.0,Terrence,Jones,Terrence Jones,PF-SF,80.25,6' 8.25'',81.5,6' 9.5'',252.0,86.25,7' 2.25'',107.0,8' 11'',7.7,9.0,10.0,29.5,34.5,11.57,3.1,3.4,12.0,203093.0,1.0,18.0,18.0,1610612745.0,Kentucky,203093.0,Terrence Jones,1992-01-09 00:00:00,Kentucky,USA,2012,1,18
2012.0,203158.0,Kevin,Jones,Kevin Jones,PF,78.25,6' 6.25'',79.5,6' 7.5'',251.2,85.5,7' 1.5'',105.0,8' 9'',11.2,9.0,7.75,27.5,32.5,11.94,3.1,3.6,17.0,203469.5,1.0,15.0,27.0,1610612753.0,,203158.0,Kevin Jones,1989-08-25 00:00:00,West Virginia,USA,Undrafted,Undrafted,Undrafted
2012.0,203103.0,Perry,Jones,Perry Jones,PF-SF,82.25,6' 10.25'',83.25,6' 11.25'',233.8,85.75,7' 1.75'',107.0,8' 11'',4.6,9.25,9.5,33.0,38.5,11.31,3.1,3.19,11.0,203103.0,1.0,28.0,28.0,1610612760.0,Baylor,203103.0,Perry Jones III,1991-09-24 00:00:00,Baylor,USA,2012,1,28
2012.0,203126.0,Kris,Joseph,Kris Joseph,SG,78.0,6' 6'',79.0,6' 7'',215.0,83.0,6' 11'',104.0,8' 8'',8.6,9.0,9.0,28.5,35.0,11.32,3.1,3.46,6.0,203126.0,2.0,21.0,51.0,1610612738.0,Syracuse,203126.0,Kris Joseph,1988-12-17 00:00:00,Syracuse,Canada,2012,2,51
2012.0,203077.0,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,SF,77.75,6' 5.75'',79.5,6' 7.5'',232.8,84.0,7' 0'',104.5,8' 8.5'',7.0,9.0,10.25,32.0,35.5,11.77,3.1,3.18,6.0,203077.0,1.0,2.0,2.0,1610612766.0,Kentucky,203077.0,Michael Kidd-Gilchrist,1993-09-26 00:00:00,Kentucky,USA,2012,1,2
2012.0,203117.0,Doron,Lamb,Doron Lamb,SG-PG,75.25,6' 3.25'',76.75,6' 4.75'',199.4,78.75,6' 6.75'',98.5,8' 2.5'',6.7,8.5,8.75,29.0,33.5,11.12,3.1,3.41,2.0,203117.0,2.0,12.0,42.0,1610612749.0,Kentucky,203117.0,Doron Lamb,1991-11-06 00:00:00,Kentucky,USA,2012,2,42
2012.0,203087.0,Jeremy,Lamb,Jeremy Lamb,SG,76.0,6' 4'',77.25,6' 5.25'',179.2,83.0,6' 11'',102.0,8' 6'',4.5,8.75,9.25,31.5,38.0,10.98,3.1,3.25,5.0,203087.0,1.0,12.0,12.0,1610612745.0,Connecticut,203087.0,Jeremy Lamb,1992-05-30 00:00:00,Connecticut,USA,2012,1,12
2012.0,203086.0,Meyers,Leonard,Meyers Leonard,C,83.75,6' 11.75'',85.25,7' 1.25'',249.8,87.0,7' 3'',108.0,9' 0'',5.7,9.25,11.0,30.0,32.5,11.34,3.1,3.41,19.0,203086.0,1.0,11.0,11.0,1610612757.0,Illinois,203086.0,Meyers Leonard,1992-02-27 00:00:00,Illinois,USA,2012,1,11
2012.0,203081.0,Damian,Lillard,Damian Lillard,PG,73.75,6' 1.75'',74.75,6' 2.75'',188.8,79.75,6' 7.75'',95.5,7' 11.5'',5.9,8.75,9.75,34.5,39.5,11.15,3.1,3.34,13.0,203081.0,1.0,6.0,6.0,1610612757.0,Weber State,203081.0,Damian Lillard,1990-07-15 00:00:00,Weber State,USA,2012,1,6
2012.0,203159.0,Scott,Machado,Scott Machado,PG,73.0,6' 1'',74.0,6' 2'',205.8,76.0,6' 4'',94.5,7' 10.5'',5.8,8.5,9.5,27.0,32.5,11.26,3.1,3.3,17.0,203469.5,1.0,15.0,27.0,1610612753.0,,203159.0,Scott Machado,1990-06-08 00:00:00,Iona,USA,Undrafted,Undrafted,Undrafted
2012.0,203088.0,Kendall,Marshall,Kendall Marshall,PG,75.25,6' 3.25'',76.25,6' 4.25'',198.4,77.5,6' 5.5'',96.0,8' 0'',7.8,8.5,9.0,31.0,37.0,12.03,3.1,3.23,10.0,203088.0,1.0,13.0,13.0,1610612756.0,North Carolina,203088.0,Kendall Marshall,1991-08-19 00:00:00,North Carolina,USA,2012,1,13
2012.0,203097.0,Fab,Melo,Fab Melo,C,82.75,6' 10.75'',84.0,7' 0'',255.0,86.5,7' 2.5'',110.0,9' 2'',9.2,9.0,10.0,29.5,31.0,12.14,3.1,3.44,9.0,203097.0,1.0,22.0,22.0,1610612738.0,Syracuse,203097.0,Fab Melo,1990-06-20 00:00:00,Syracuse,Brazil,2012,1,22
2012.0,203114.0,Khris,Middleton,Khris Middleton,SF,78.75,6' 6.75'',80.25,6' 8.25'',216.2,82.75,6' 10.75'',103.0,8' 7'',7.8,9.0,9.0,28.0,31.0,11.45,3.1,3.47,4.0,203114.0,2.0,9.0,39.0,1610612765.0,Texas A&M,203114.0,Khris Middleton,1991-08-12 00:00:00,Texas A&M,USA,2012,2,39
2012.0,203121.0,Darius,Miller,Darius Miller,SF-SG,78.0,6' 6'',79.5,6' 7.5'',233.4,81.0,6' 9'',101.0,8' 5'',7.5,8.5,8.75,33.0,37.0,11.34,3.1,3.31,14.0,203121.0,2.0,16.0,46.0,1610612740.0,Kentucky,203121.0,Darius Miller,1990-03-21 00:00:00,Kentucky,USA,2012,2,46
2012.0,203113.0,Quincy,Miller,Quincy Miller,SF,80.75,6' 8.75'',82.0,6' 10'',218.7,85.25,7' 1.25'',105.0,8' 9'',7.8,9.25,10.25,30.5,36.0,11.05,3.1,3.48,8.0,203113.0,2.0,8.0,38.0,1610612743.0,Baylor,203113.0,Quincy Miller,1992-11-18 00:00:00,Baylor,USA,2012,2,38
2012.0,203183.0,Tony,Mitchell,Tony Mitchell,SG,77.25,6' 5.25'',78.25,6' 6.25'',216.4,82.0,6' 10'',100.0,8' 4'',5.7,8.5,10.0,31.5,40.0,11.72,3.1,3.47,14.0,203469.5,1.0,15.0,27.0,1610612753.0,,203183.0,Tony Mitchell,1989-08-07 00:00:00,Alabama,USA,Undrafted,Undrafted,Undrafted
2012.0,203102.0,Arnett,Moultrie,Arnett Moultrie,PF,81.5,6' 9.5'',82.75,6' 10.75'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',7.7,9.25,9.25,33.5,37.5,11.32,3.1,3.22,10.0,203102.0,1.0,27.0,27.0,1610612748.0,Mississippi State,203102.0,Arnett Moultrie,1990-11-18 00:00:00,Mississippi State,USA,2012,1,27
2012.0,203122.0,Kevin,Murphy,Kevin Murphy,SG,77.0,6' 5'',78.25,6' 6.25'',194.0,78.75,6' 6.75'',99.0,8' 3'',5.8,8.5,8.5,31.0,36.5,10.97,3.1,3.42,11.0,203122.0,2.0,17.0,47.0,1610612762.0,Tennessee Tech,203122.0,Kevin Murphy,1990-03-06 00:00:00,Tennessee Tech,USA,2012,2,47
2012.0,203094.0,Andrew,Nicholson,Andrew Nicholson,PF,80.5,6' 8.5'',81.5,6' 9.5'',234.0,88.0,7' 4'',107.0,8' 11'',7.6,10.0,10.75,28.5,30.5,11.89,3.1,3.67,10.0,203094.0,1.0,19.0,19.0,1610612753.0,St. Bonaventure,203094.0,Andrew Nicholson,1989-12-08 00:00:00,St. Bonaventure,Canada,2012,1,19
2012.0,203124.0,Kyle,O'Quinn,Kyle O'Quinn,PF,80.5,6' 8.5'',82.0,6' 10'',240.8,88.75,7' 4.75'',106.5,8' 10.5'',8.0,9.5,10.0,31.5,31.5,11.65,3.1,3.53,10.0,203124.0,2.0,19.0,49.0,1610612753.0,Norfolk State,203124.0,Kyle O'Quinn,1990-03-26 00:00:00,Norfolk State,USA,2012,2,49
2012.0,203101.0,Miles,Plumlee,Miles Plumlee,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',252.4,84.75,7' 0.75'',105.5,8' 9.5'',11.4,9.25,9.0,34.0,40.5,10.64,3.1,3.36,15.0,203101.0,1.0,26.0,26.0,1610612754.0,Duke,203101.0,Miles Plumlee,1988-09-01 00:00:00,Duke,USA,2012,1,26
2012.0,203085.0,Austin,Rivers,Austin Rivers,SG-PG,75.5,6' 3.5'',77.0,6' 5'',202.8,79.25,6' 7.25'',96.5,8' 0.5'',6.2,8.5,10.0,32.5,37.5,11.54,3.1,3.32,1.0,203085.0,1.0,10.0,10.0,1610612740.0,Duke,203085.0,Austin Rivers,1992-08-01 00:00:00,Duke,USA,2012,1,10
2012.0,203080.0,Thomas,Robinson,Thomas Robinson,PF,79.75,6' 7.75'',80.75,6' 8.75'',244.2,87.25,7' 3.25'',106.0,8' 10'',5.0,9.75,10.5,28.5,35.5,11.96,3.1,3.17,15.0,203080.0,1.0,5.0,5.0,1610612758.0,Kansas,203080.0,Thomas Robinson,1991-03-17 00:00:00,Kansas,USA,2012,1,5
2012.0,203082.0,Terrence,Ross,Terrence Ross,SG-SF,78.0,6' 6'',79.0,6' 7'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',3.2,8.75,10.25,31.0,37.5,11.78,3.1,3.28,2.0,203082.0,1.0,8.0,8.0,1610612761.0,Washington,203082.0,Terrence Ross,1991-02-05 00:00:00,Washington,USA,2012,1,8
2012.0,203107.0,Tomas,Satoransky,Tomas Satoransky,PG-SG,78.5,6' 6.5'',79.5,6' 7.5'',200.6,79.25,6' 7.25'',100.0,8' 4'',5.2,8.5,9.5,29.0,34.5,11.32,3.1,3.27,10.0,203107.0,2.0,2.0,32.0,1610612764.0,CB Sevilla (Spain),203107.0,Tomas Satoransky,1991-10-30 00:00:00,                                   ,Czech Republic,2012,2,32
2012.0,203118.0,Mike,Scott,Mike Scott,PF,79.25,6' 7.25'',80.75,6' 8.75'',240.8,82.75,6' 10.75'',104.0,8' 8'',10.6,8.5,9.0,27.0,32.5,11.59,3.1,3.44,14.0,203118.0,2.0,13.0,43.0,1610612737.0,Virginia,203118.0,Mike Scott,1988-07-16 00:00:00,Virginia,USA,2012,2,43
2012.0,203156.0,Henry,Sims,Henry Sims,C-PF,82.0,6' 10'',83.75,6' 11.75'',241.2,88.0,7' 4'',108.0,9' 0'',7.7,9.25,10.0,26.5,29.5,12.33,3.1,3.44,7.0,203469.5,1.0,15.0,27.0,1610612753.0,,203156.0,Henry Sims,1990-03-27 00:00:00,Georgetown,USA,Undrafted,Undrafted,Undrafted
2012.0,203096.0,Jared,Sullinger,Jared Sullinger,PF,79.75,6' 7.75'',81.0,6' 9'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',10.7,9.25,9.75,29.5,31.0,12.77,3.1,3.81,9.0,203096.0,1.0,21.0,21.0,1610612738.0,Ohio State,203096.0,Jared Sullinger,1992-03-04 00:00:00,Ohio State,USA,2012,1,21
2012.0,203116.0,Tyshawn,Taylor,Tyshawn Taylor,PG,74.75,6' 2.75'',76.0,6' 4'',177.0,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,32.0,36.5,11.48,3.1,3.2,0.0,203116.0,2.0,11.0,41.0,1610612757.0,Kansas,203116.0,Tyshawn Taylor,1990-04-12 00:00:00,Kansas,USA,2012,2,41
2012.0,12507.0,Jordan,Taylor,Jordan Taylor,PG,73.0,6' 1'',74.0,6' 2'',192.8,75.0,6' 3'',92.5,7' 8.5'',5.5,8.25,9.5,33.0,36.5,10.57,3.1,3.19,14.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2012.0,203106.0,Jeff,Taylor,Jeff Taylor,SF-SG,78.0,6' 6'',79.25,6' 7.25'',212.8,78.25,6' 6.25'',101.5,8' 5.5'',4.2,8.25,9.75,33.5,40.0,10.87,3.1,3.29,15.0,203106.0,2.0,1.0,31.0,1610612766.0,Vanderbilt,203479.5,,,,,,,
2012.0,203104.0,Marquis,Teague,Marquis Teague,PG,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,32.5,40.5,10.65,3.1,3.19,8.0,203104.0,1.0,29.0,29.0,1610612741.0,Kentucky,203104.0,Marquis Teague,1993-02-28 00:00:00,Kentucky,USA,2012,1,29
2012.0,203138.0,Hollis,Thompson,Hollis Thompson,SF,78.75,6' 6.75'',80.0,6' 8'',206.0,81.5,6' 9.5'',102.5,8' 6.5'',6.0,8.25,9.75,28.5,36.5,11.72,3.1,3.38,6.0,203469.5,1.0,15.0,27.0,1610612753.0,,203138.0,Hollis Thompson,1991-04-03 00:00:00,Georgetown,USA,Undrafted,Undrafted,Undrafted
2012.0,203079.0,Dion,Waiters,Dion Waiters,SG,74.5,6' 2.5'',76.0,6' 4'',221.0,79.25,6' 7.25'',98.0,8' 2'',8.5,8.5,9.5,29.0,34.5,11.32,3.1,3.27,10.0,203079.0,1.0,4.0,4.0,1610612739.0,Syracuse,203079.0,Dion Waiters,1991-12-10 00:00:00,Syracuse,USA,2012,1,4
2012.0,203091.0,Royce,White,Royce White,PF,79.0,6' 7'',80.0,6' 8'',260.6,84.0,7' 0'',104.5,8' 8.5'',10.6,9.5,11.5,29.0,34.5,11.32,3.1,3.27,10.0,203091.0,1.0,16.0,16.0,1610612745.0,Iowa State,203091.0,Royce White,1991-04-10 00:00:00,Iowa State,USA,2012,1,16
2012.0,203100.0,Tony,Wroten,Tony Wroten,PG,76.75,6' 4.75'',78.0,6' 6'',203.2,81.0,6' 9'',101.0,8' 5'',5.2,8.0,9.0,30.0,35.5,10.75,3.1,3.24,0.0,203100.0,1.0,25.0,25.0,1610612763.0,Washington,203100.0,Tony Wroten,1993-04-13 00:00:00,Washington,USA,2012,1,25
2012.0,203092.0,Tyler,Zeller,Tyler Zeller,PF-C,83.25,6' 11.25'',84.5,7' 0.5'',247.4,84.0,7' 0'',104.5,8' 8.5'',6.4,9.0,9.75,30.0,34.0,11.13,3.1,3.4,16.0,203092.0,1.0,17.0,17.0,1610612742.0,North Carolina,203479.5,,,,,,,
2013.0,203500.0,Steven,Adams,Steven Adams,C,82.75,6' 10.75'',84.0,7' 0'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',6.65,9.5,11.0,28.5,33.0,11.85,3.02,3.4,16.0,203500.0,1.0,12.0,12.0,1610612760.0,Pittsburgh,203500.0,Steven Adams,1993-07-20 00:00:00,Pittsburgh,New Zealand,2013,1,12
2013.0,203505.0,Vander,Blue,Vander Blue,SG,75.5,6' 3.5'',77.25,6' 5.25'',197.4,78.0,6' 6'',100.5,8' 4.5'',4.6,8.5,9.5,28.0,37.5,10.4,2.7,3.14,4.0,203469.5,1.0,15.0,27.0,1610612753.0,,203505.0,Vander Blue,1992-07-17 00:00:00,Marquette,USA,Undrafted,Undrafted,Undrafted
2013.0,203485.0,Lorenzo,Brown,Lorenzo Brown,PG,76.0,6' 4'',77.25,6' 5.25'',189.2,79.0,6' 7'',100.0,8' 4'',3.95,8.25,8.5,28.0,34.0,11.78,3.24,3.4,8.0,203485.0,2.0,22.0,52.0,1610612750.0,North Carolina State,203485.0,Lorenzo Brown,1990-08-26 00:00:00,North Carolina State,USA,2013,2,52
2013.0,203493.0,Reggie,Bullock,Reggie Bullock,SG-SF,77.75,6' 5.75'',79.0,6' 7'',199.8,80.75,6' 8.75'',102.0,8' 6'',6.95,8.5,9.0,31.0,36.5,11.33,3.3,3.31,11.0,203493.0,1.0,25.0,25.0,1610612746.0,North Carolina,203493.0,Reggie Bullock,1991-03-16 00:00:00,North Carolina,USA,2013,1,25
2013.0,203504.0,Trey,Burke,Trey Burke,PG,71.75,5' 11.75'',73.25,6' 1.25'',187.0,77.5,6' 5.5'',97.5,8' 1.5'',6.9,8.25,8.75,29.5,36.5,11.2,3.01,3.16,3.0,203504.0,1.0,9.0,9.0,1610612750.0,Michigan,203504.0,Trey Burke,1992-11-12 00:00:00,Michigan,USA,2013,1,9
2013.0,203484.0,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,76.5,6' 4.5'',77.5,6' 5.5'',203.6,80.0,6' 8'',100.5,8' 4.5'',6.45,8.5,9.0,29.0,34.5,10.6,3.2,3.12,7.0,203484.0,1.0,8.0,8.0,1610612765.0,Georgia,203484.0,Kentavious Caldwell-Pope,1993-02-18 00:00:00,Georgia,USA,2013,1,8
2013.0,203477.0,Isaiah,Canaan,Isaiah Canaan,PG,71.0,5' 11'',72.0,6' 0'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',5.9,8.25,9.5,33.0,40.5,10.98,2.89,3.22,16.0,203477.0,2.0,4.0,34.0,1610612745.0,Murray State,203477.0,Isaiah Canaan,1991-05-21 00:00:00,Murray State,USA,2013,2,34
2013.0,203478.0,Jackie,Carmichael,Jackie Carmichael,PF,79.5,6' 7.5'',81.0,6' 9'',241.2,85.5,7' 1.5'',107.0,8' 11'',5.8,9.0,10.25,30.0,32.0,11.83,3.07,3.35,13.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2013.0,203487.0,Michael,Carter-Williams,Michael Carter-Williams,PG,76.75,6' 4.75'',77.75,6' 5.75'',184.4,79.25,6' 7.25'',101.0,8' 5'',4.4,7.5,8.5,31.5,41.0,10.68,3.7,3.22,8.0,203487.0,1.0,11.0,11.0,1610612755.0,Syracuse,203487.0,Michael Carter-Williams,1991-10-10 00:00:00,Syracuse,USA,2013,1,11
2013.0,12524.0,Will,Clyburn,Will Clyburn,SF-SG,77.75,6' 5.75'',79.0,6' 7'',210.4,84.25,7' 0.25'',105.0,8' 9'',6.85,9.25,10.25,28.0,34.5,11.68,3.12,3.38,3.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2013.0,203496.0,Robert,Covington,Robert Covington,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',208.6,85.75,7' 1.75'',106.0,8' 10'',4.7,9.0,8.5,29.5,36.0,11.69,3.1,3.34,9.0,203469.5,1.0,15.0,27.0,1610612753.0,,203496.0,Robert Covington,1990-12-14 00:00:00,Tennessee State,USA,Undrafted,Undrafted,Undrafted
2013.0,203459.0,Allen,Crabbe,Allen Crabbe,SG,77.25,6' 5.25'',78.25,6' 6.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',4.65,8.25,8.5,30.5,36.0,10.67,3.1,3.32,10.0,203459.0,2.0,1.0,31.0,1610612739.0,California,203459.0,Allen Crabbe,1992-04-09 00:00:00,California,USA,2013,2,31
2013.0,203552.0,Seth,Curry,Seth Curry,SG,73.0,6' 1'',75.0,6' 3'',179.2,76.0,6' 4'',97.5,8' 1.5'',9.6,8.0,8.25,29.0,34.5,11.32,3.1,3.27,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203552.0,Seth Curry,1990-08-23 00:00:00,Duke,USA,Undrafted,Undrafted,Undrafted
2013.0,203561.0,Brandon,Davies,Brandon Davies,PF,80.5,6' 8.5'',82.25,6' 10.25'',241.8,85.5,7' 1.5'',108.5,9' 0.5'',8.6,9.0,11.0,26.0,31.5,11.22,3.14,3.5,7.0,203469.5,1.0,15.0,27.0,1610612753.0,,203561.0,Brandon Davies,1991-07-25 00:00:00,Brigham Young,USA,Undrafted,Undrafted,Undrafted
