season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,person_id,round_number,round_pick,overall_pick,team_id,organization,person_id_player,display_first_last,birthdate,school,country,draft_year,draft_round,draft_number
2013,203500,Steven,Adams,Steven Adams,C,82.75,6' 10.75'',84.0,7' 0'',254.5,88.5,7' 4.5'',109.5,9' 1.5'',6.65,9.5,11.0,28.5,33.0,11.85,3.02,3.4,16.0,4-5,3-5,4-5,4-5,3-5,,,,,,2-5,2-5,2-5,3-5,2-5,,,,,,,,,203500,1.0,12.0,12.0,1610612760,Pittsburgh,203500,Steven Adams,1993-07-20 00:00:00,Pittsburgh,New Zealand,2013,1,12
2013,203505,Vander,Blue,Vander Blue,SG,75.5,6' 3.5'',77.25,6' 5.25'',197.4,78.0,6' 6'',100.5,8' 4.5'',4.6,8.5,9.5,28.0,37.5,10.4,2.7,3.14,4.0,,,,,,2-5,3-5,3-5,4-5,4-5,2-5,4-5,4-5,3-5,3-5,,,,,,,,,,,,,,,203505,Vander Blue,1992-07-17 00:00:00,Marquette,USA,Undrafted,Undrafted,Undrafted
2013,203485,Lorenzo,Brown,Lorenzo Brown,PG,76.0,6' 4'',77.25,6' 5.25'',189.2,79.0,6' 7'',100.0,8' 4'',3.95,8.25,8.5,28.0,34.0,11.78,3.24,3.4,8.0,,,,,,3-5,1-5,3-5,4-5,4-5,3-5,1-5,4-5,1-5,4-5,,,,,,,,,203485,2.0,22.0,52.0,1610612750,North Carolina State,203485,Lorenzo Brown,1990-08-26 00:00:00,North Carolina State,USA,2013,2,52
2013,203493,Reggie,Bullock,Reggie Bullock,SG-SF,77.75,6' 5.75'',79.0,6' 7'',199.8,80.75,6' 8.75'',102.0,8' 6'',6.95,8.5,9.0,31.0,36.5,11.33,3.3,3.31,11.0,,,,,,2-5,5-5,3-5,5-5,4-5,2-5,5-5,2-5,4-5,4-5,,,,,,,,,203493,1.0,25.0,25.0,1610612746,North Carolina,,,,,,,,
2013,203504,Trey,Burke,Trey Burke,PG,71.75,5' 11.75'',73.25,6' 1.25'',187,77.5,6' 5.5'',97.5,8' 1.5'',6.9,8.25,8.75,29.5,36.5,11.2,3.01,3.16,3.0,,,,,,,,,,,,,,,,,,,,,,,,203504,1.0,9.0,9.0,1610612750,Michigan,203504,Trey Burke,1992-11-12 00:00:00,Michigan,USA,2013,1,9
2013,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,76.5,6' 4.5'',77.5,6' 5.5'',203.6,80.0,6' 8'',100.5,8' 4.5'',6.45,8.5,9.0,29.0,34.5,10.6,3.2,3.12,7.0,,,,,,2-5,3-5,2-5,3-5,3-5,1-5,3-5,4-5,2-5,3-5,,,,,,,,,203484,1.0,8.0,8.0,1610612765,Georgia,203484,Kentavious Caldwell-Pope,1993-02-18 00:00:00,Georgia,USA,2013,1,8
2013,203477,Isaiah,Canaan,Isaiah Canaan,PG,71.0,5' 11'',72.0,6' 0'',188.4,76.5,6' 4.5'',94.5,7' 10.5'',5.9,8.25,9.5,33.0,40.5,10.98,2.89,3.22,16.0,,,,,,3-5,2-5,2-5,4-5,4-5,4-5,2-5,3-5,3-5,4-5,,,,,,,,,203477,2.0,4.0,34.0,1610612745,Murray State,203477,Isaiah Canaan,1991-05-21 00:00:00,Murray State,USA,2013,2,34
2013,203478,Jackie,Carmichael,Jackie Carmichael,PF,79.5,6' 7.5'',81.0,6' 9'',241.2,85.5,7' 1.5'',107.0,8' 11'',5.8,9.0,10.25,30.0,32.0,11.83,3.07,3.35,13.0,2-5,3-5,5-5,4-5,3-5,2-5,2-5,4-5,3-5,3-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203487,Michael,Carter-Williams,Michael Carter-Williams,PG,76.75,6' 4.75'',77.75,6' 5.75'',184.4,79.25,6' 7.25'',101.0,8' 5'',4.4,7.5,8.5,31.5,41.0,10.68,3.7,3.22,8.0,,,,,,,,,,,,,,,,,,,,,,,,203487,1.0,11.0,11.0,1610612755,Syracuse,,,,,,,,
2013,12524,Will,Clyburn,Will Clyburn,SF-SG,77.75,6' 5.75'',79.0,6' 7'',210.4,84.25,7' 0.25'',105.0,8' 9'',6.85,9.25,10.25,28.0,34.5,11.68,3.12,3.38,3.0,,,,,,3-5,4-5,1-5,1-5,5-5,1-5,4-5,4-5,5-5,3-5,,,,,,,,,,,,,,,,,,,,,,
2013,203496,Robert,Covington,Robert Covington,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',208.6,85.75,7' 1.75'',106.0,8' 10'',4.7,9.0,8.5,29.5,36.0,11.69,3.1,3.34,9.0,3-5,2-5,4-5,5-5,4-5,,,,,,4-5,2-5,3-5,2-5,4-5,,,,,,,,,,,,,,,203496,Robert Covington,1990-12-14 00:00:00,Tennessee State,USA,Undrafted,Undrafted,Undrafted
2013,203459,Allen,Crabbe,Allen Crabbe,SG,77.25,6' 5.25'',78.25,6' 6.25'',197.4,83.25,6' 11.25'',103.5,8' 7.5'',4.65,8.25,8.5,30.5,36.0,10.67,3.1,3.32,10.0,,,,,,5-5,2-5,4-5,4-5,3-5,3-5,3-5,4-5,5-5,2-5,,,,,,,,,203459,2.0,1.0,31.0,1610612739,California,203459,Allen Crabbe,1992-04-09 00:00:00,California,USA,2013,2,31
2013,203552,Seth,Curry,Seth Curry,SG,73.0,6' 1'',75.0,6' 3'',179.2,76.0,6' 4'',97.5,8' 1.5'',9.6,8.0,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203561,Brandon,Davies,Brandon Davies,PF,80.5,6' 8.5'',82.25,6' 10.25'',241.8,85.5,7' 1.5'',108.5,9' 0.5'',8.6,9.0,11.0,26.0,31.5,11.22,3.14,3.5,7.0,3-5,3-5,4-5,3-5,4-5,1-5,4-5,2-5,3-5,3-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203473,Dewayne,Dedmon,Dewayne Dedmon,C,82.0,6' 10'',83.5,6' 11.5'',238.8,88.0,7' 4'',109.0,9' 1'',8.35,9.0,11.0,28.0,32.5,12.75,3.26,3.4,8.0,1-5,2-5,2-5,5-5,3-5,2-5,1-5,4-5,3-5,3-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203476,Gorgui,Dieng,Gorgui Dieng,C,81.75,6' 9.75'',82.75,6' 10.75'',229.6,87.5,7' 3.5'',111.5,9' 3.5'',5.35,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203476,1.0,21.0,21.0,1610612762,Louisville,203476,Gorgui Dieng,1990-01-18 00:00:00,Louisville,Senegal,2013,1,21
2013,203516,James,Ennis,James Ennis,SF,77.75,6' 5.75'',79.0,6' 7'',200.8,83.5,6' 11.5'',104.5,8' 8.5'',4.5,8.5,8.75,29.5,36.5,11.55,3.06,3.4,7.0,,,,,,2-5,4-5,3-5,3-5,2-5,2-5,3-5,2-5,5-5,4-5,,,,,,,,,203516,2.0,20.0,50.0,1610612737,Long Beach State,,,,,,,,
2013,203467,Carrick,Felix,Carrick Felix,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',202.6,81.25,6' 9.25'',103.5,8' 7.5'',3.3,8.5,9.5,32.0,38.5,11.16,3.09,3.25,15.0,,,,,,,,,,,4-5,4-5,1-5,4-5,2-5,,,,,,,,,203467,2.0,3.0,33.0,1610612739,Arizona State,203467,Carrick Felix,1990-08-17 00:00:00,Arizona State,USA,2013,2,33
2013,203479,Jamaal,Franklin,Jamaal Franklin,SG-SF,76.0,6' 4'',77.25,6' 5.25'',190.8,83.25,6' 11.25'',103.5,8' 7.5'',8.25,8.5,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203479,2.0,11.0,41.0,1610612763,San Diego State,203479,Jamaal Franklin,1991-07-21 00:00:00,San Diego State,USA,2013,2,41
2013,203497,Rudy,Gobert,Rudy Gobert,C,84.5,7' 0.5'',86.0,7' 2'',237.6,92.5,7' 8.5'',115.0,9' 7'',4.4,9.75,10.0,25.0,29.0,12.85,3.19,3.57,7.0,3-5,3-5,4-5,4-5,2-5,,,,,,,,,,,,,,,,,,,203497,1.0,27.0,27.0,1610612743,Cholet Basket (France),203497,Rudy Gobert,1992-06-26 00:00:00,Cholet,France,2013,1,27
2013,203462,Archie,Goodwin,Archie Goodwin,SG,75.75,6' 3.75'',77.25,6' 5.25'',189,81.5,6' 9.5'',102.0,8' 6'',4.55,8.5,9.0,30.0,36.0,10.75,3.41,3.27,1.0,,,,,,3-5,5-5,2-5,2-5,4-5,3-5,1-5,3-5,3-5,0-5,,,,,,,,,203462,1.0,29.0,29.0,1610612760,Kentucky,203462,Archie Goodwin,1994-08-17 00:00:00,Kentucky,USA,2013,1,29
2013,203475,Erick,Green,Erick Green,PG,73.5,6' 1.5'',75.0,6' 3'',178.2,77.75,6' 5.75'',98.0,8' 2'',4.35,8.5,9.0,,,,,,5.0,,,,,,2-5,4-5,1-5,4-5,3-5,3-5,3-5,1-5,3-5,3-5,,,,,,,,,203475,2.0,16.0,46.0,1610612762,Virginia Tech,,,,,,,,
2013,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,SG,76.5,6' 4.5'',78.25,6' 6.25'',199.4,79.0,6' 7'',101.0,8' 5'',6.05,8.0,9.25,31.5,37.5,10.68,2.93,3.25,16.0,,,,,,2-5,4-5,5-5,3-5,1-5,3-5,5-5,5-5,4-5,2-5,,,,,,,,,203501,1.0,24.0,24.0,1610612752,Michigan,203501,Tim Hardaway Jr.,1992-03-16 00:00:00,Michigan,USA,2013,1,24
2013,203524,Solomon,Hill,Solomon Hill,SF,77.5,6' 5.5'',79.0,6' 7'',226,81.0,6' 9'',103.0,8' 7'',7.6,9.0,10.5,29.5,37.5,10.77,2.91,3.19,14.0,,,,,,4-5,3-5,2-5,2-5,4-5,4-5,4-5,3-5,3-5,3-5,,,,,,,,,203524,1.0,23.0,23.0,1610612754,Arizona,203524,Solomon Hill,1991-03-18 00:00:00,Arizona,USA,2013,1,23
2013,203494,Richard,Howell,Richard Howell,PF,78.25,6' 6.25'',79.5,6' 7.5'',249.6,82.25,6' 10.25'',105.5,8' 9.5'',8.75,8.75,9.5,,,,,,,3-5,2-5,4-5,3-5,2-5,3-5,1-5,3-5,1-5,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203470,Colton,Iverson,Colton Iverson,C,82.5,6' 10.5'',84.0,7' 0'',262.8,86.0,7' 2'',110.0,9' 2'',9.6,9.25,9.5,26.5,30.0,11.52,3.04,3.52,12.0,1-5,2-5,4-5,3-5,2-5,3-5,2-5,1-5,2-5,2-5,,,,,,,,,,,,,,203470,2.0,23.0,53.0,1610612754,Colorado State,,,,,,,,
2013,203510,Pierre,Jackson,Pierre Jackson,PG,69.5,5' 9.5'',70.5,5' 10.5'',176,70.0,5' 10'',90.0,7' 6'',4.5,7.5,8.25,,,,,,,,,,,,3-5,3-5,2-5,3-5,2-5,1-5,4-5,2-5,2-5,4-5,,,,,,,,,203510,2.0,12.0,42.0,1610612755,Baylor,203510,Pierre Jackson,1991-08-29 00:00:00,Baylor,USA,2013,2,42
2013,203511,Grant,Jerrett,Grant Jerrett,PF,80.75,6' 8.75'',82.25,6' 10.25'',232,86.0,7' 2'',109.0,9' 1'',10.05,8.5,9.25,28.5,34.0,11.85,3.23,3.51,2.0,5-5,4-5,4-5,4-5,3-5,,,,,,5-5,4-5,1-5,4-5,2-5,,,,,,,,,203511,2.0,10.0,40.0,1610612757,Arizona,203511,Grant Jerrett,1993-07-08 00:00:00,Arizona,USA,2013,2,40
2013,203509,Myck,Kabongo,Myck Kabongo,PG,73.25,6' 1.25'',74.75,6' 2.75'',180.4,78.25,6' 6.25'',98.0,8' 2'',6.0,8.25,9.0,27.5,33.5,10.64,2.86,3.44,2.0,,,,,,1-5,2-5,4-5,2-5,2-5,1-5,2-5,1-5,0-5,1-5,,,,,,,,,,,,,,,,,,,,,,
2013,203483,Kenny,Kadji,Kenny Kadji,PF-C,80.75,6' 8.75'',82.0,6' 10'',241.6,87.0,7' 3'',106.5,8' 10.5'',7.45,9.0,10.25,34.0,38.0,11.47,2.88,3.44,9.0,1-5,3-5,3-5,2-5,3-5,2-5,4-5,1-5,4-5,2-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203527,Ryan,Kelly,Ryan Kelly,PF,81.75,6' 9.75'',83.75,6' 11.75'',228,83.5,6' 11.5'',110.0,9' 2'',14.75,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203527,2.0,18.0,48.0,1610612747,Duke,203527,Ryan Kelly,1991-04-09 00:00:00,Duke,USA,2013,2,48
2013,203499,Shane,Larkin,Shane Larkin,PG,70.25,5' 10.25'',71.5,5' 11.5'',170.8,70.75,5' 10.75'',89.5,7' 5.5'',3.8,7.5,8.75,34.5,44.0,10.64,3.03,3.08,12.0,,,,,,2-5,0-5,4-5,3-5,2-5,5-5,3-5,2-5,4-5,2-5,,,,,,,,,203499,1.0,18.0,18.0,1610612737,Miami (FL),203499,Shane Larkin,1992-10-02 00:00:00,Miami,USA,2013,1,18
2013,203495,Ricky,Ledo,Ricky Ledo,SG,76.75,6' 4.75'',78.0,6' 6'',197.2,79.25,6' 7.25'',102.5,8' 6.5'',10.25,8.5,9.25,27.0,33.5,10.72,3.16,3.32,4.0,,,,,,4-5,4-5,4-5,3-5,2-5,1-5,2-5,2-5,3-5,4-5,,,,,,,,,203495,2.0,13.0,43.0,1610612749,Providence,,,,,,,,
2013,203458,Alex,Len,Alex Len,C,,,,,,87.5,7' 3.5'',,,6.4,9.0,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203458,1.0,5.0,5.0,1610612756,Maryland,203458,Alex Len,1993-06-16 00:00:00,Maryland,Ukraine,2013,1,5
2013,203466,CJ,Leslie,CJ Leslie,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',209.2,86.25,7' 2.25'',104.5,8' 8.5'',7.95,8.75,9.0,32.5,40.5,10.19,2.79,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203522,Trevor,Mbakwe,Trevor Mbakwe,PF,78.75,6' 6.75'',80.0,6' 8'',235.8,88.0,7' 4'',106.5,8' 10.5'',5.9,9.5,11.5,30.0,36.5,12.01,2.97,3.32,21.0,2-5,3-5,1-5,4-5,3-5,3-5,3-5,3-5,1-5,1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,203492,Ray,McCallum,Ray McCallum,PG,72.25,6' 0.25'',73.75,6' 1.75'',191.4,75.25,6' 3.25'',96.5,8' 0.5'',7.3,8.0,8.75,30.5,40.0,10.82,3.08,3.25,5.0,,,,,,0-5,5-5,3-5,1-5,3-5,1-5,5-5,2-5,3-5,2-5,,,,,,,,,203492,2.0,6.0,36.0,1610612758,Detroit Mercy,203492,Ray McCallum,1991-06-12 00:00:00,Detroit,USA,2013,2,36
2013,203468,CJ,McCollum,CJ McCollum,PG-SG,74.25,6' 2.25'',75.25,6' 3.25'',197,78.25,6' 6.25'',96.5,8' 0.5'',8.6,8.0,9.5,32.0,38.5,11.02,2.91,3.32,13.0,,,,,,,,,,,,,,,,,,,,,,,,203468,1.0,10.0,10.0,1610612757,Lehigh,,,,,,,,
2013,203463,Ben,McLemore,Ben McLemore,SG,75.5,6' 3.5'',76.75,6' 4.75'',189.2,79.75,6' 7.75'',100.5,8' 4.5'',5.0,8.75,9.5,32.5,42.0,11.87,3.11,3.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,203463,1.0,7.0,7.0,1610612758,Kansas,203463,Ben McLemore,1993-02-11 00:00:00,Kansas,USA,2013,1,7
2013,203502,Tony,Mitchell,Tony Mitchell,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',236.4,86.5,7' 2.5'',106.5,8' 10.5'',5.55,9.0,10.0,33.5,38.0,11.82,3.25,3.52,13.0,3-5,3-5,3-5,3-5,3-5,2-5,3-5,5-5,3-5,2-5,,,,,,,,,,,,,,203502,2.0,7.0,37.0,1610612765,North Texas,203502,Tony Mitchell,1992-04-07 00:00:00,North Texas,USA,2013,2,37
2013,203498,Shabazz,Muhammad,Shabazz Muhammad,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',221.8,83.0,6' 11'',104.5,8' 8.5'',9.0,9.0,10.0,29.5,37.0,10.99,2.93,3.32,10.0,,,,,,3-5,1-5,2-5,2-5,2-5,3-5,1-5,2-5,1-5,1-5,,,,,,,,,203498,1.0,14.0,14.0,1610612762,California-Los Angeles,,,,,,,,
2013,203513,Erik,Murphy,Erik Murphy,PF,80.75,6' 8.75'',81.5,6' 9.5'',239.8,82.5,6' 10.5'',108.0,9' 0'',7.95,8.75,9.75,24.5,29.5,12.19,2.96,3.57,13.0,4-5,3-5,3-5,1-5,4-5,,,,,,5-5,3-5,2-5,3-5,5-5,,,,,,,,,203513,2.0,19.0,49.0,1610612741,Florida,203513,Erik Murphy,1990-10-26 00:00:00,Florida,Finland,2013,2,49
2013,203488,Mike,Muscala,Mike Muscala,C-PF,82.25,6' 10.25'',83.5,6' 11.5'',230.2,85.0,7' 1'',108.0,9' 0'',6.8,8.5,9.0,28.0,33.5,11.76,2.99,3.44,5.0,4-5,5-5,5-5,4-5,3-5,2-5,5-5,4-5,5-5,1-5,,,,,,,,,,,,,,203488,2.0,14.0,44.0,1610612742,Bucknell,203488,Mike Muscala,1991-07-01 00:00:00,Bucknell,USA,2013,2,44
2013,203457,Nerlens,Noel,Nerlens Noel,C,82.0,6' 10'',83.75,6' 11.75'',206.4,87.75,7' 3.75'',110.0,9' 2'',4.15,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203457,1.0,6.0,6.0,1610612740,Kentucky,203457,Nerlens Noel,1994-04-10 00:00:00,Kentucky,USA,2013,1,6
2013,203506,Victor,Oladipo,Victor Oladipo,SG,75.25,6' 3.25'',76.25,6' 4.25'',213.2,81.25,6' 9.25'',100.5,8' 4.5'',6.55,8.75,9.25,33.0,42.0,10.69,3.14,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,,203506,1.0,2.0,2.0,1610612753,Indiana,,,,,,,,
2013,203482,Kelly,Olynyk,Kelly Olynyk,PF-C,82.75,6' 10.75'',84.0,7' 0'',234,81.75,6' 9.75'',108.0,9' 0'',6.65,8.5,10.0,24.5,29.5,11.42,2.99,3.59,5.0,4-5,3-5,3-5,3-5,3-5,,,,,,4-5,2-5,3-5,1-5,3-5,,,,,,,,,203482,1.0,13.0,13.0,1610612742,Gonzaga,203482,Kelly Olynyk,1991-04-19 00:00:00,Gonzaga,Canada,2013,1,13
2013,203464,Brandon,Paul,Brandon Paul,SG,74.75,6' 2.75'',76.0,6' 4'',201,82.25,6' 10.25'',98.0,8' 2'',5.25,8.5,9.5,33.5,39.5,11.16,2.9,3.37,15.0,,,,,,3-5,1-5,3-5,3-5,2-5,3-5,1-5,3-5,3-5,3-5,,,,,,,,,,,,,,,203464,Brandon Paul,1991-04-30 00:00:00,Illinois,USA,Undrafted,Undrafted,Undrafted
2013,203658,Norvel,Pelle,Norvel Pelle,PF-C,81.5,6' 9.5'',82.5,6' 10.5'',207.2,86.5,7' 2.5'',109.0,9' 1'',5.15,8.75,9.5,31.0,34.5,11.49,3.2,3.32,0.0,5-5,5-5,4-5,3-5,3-5,1-5,1-5,1-5,2-5,1-5,,,,,,,,,,,,,,,,,,,,203658,Norvel Pelle,1993-02-03 00:00:00,Iona,Antigua and Barbuda,Undrafted,Undrafted,Undrafted
2013,203486,Mason,Plumlee,Mason Plumlee,C-PF,83.25,6' 11.25'',84.5,7' 0.5'',238.2,83.0,6' 11'',108.0,9' 0'',6.15,9.75,9.5,30.5,36.0,10.89,2.76,3.29,14.0,,,,,,,,,,,,,,,,,,,,,,,,203486,1.0,22.0,22.0,1610612751,Duke,203486,Mason Plumlee,1990-03-05 00:00:00,Duke,USA,2013,1,22
2013,203490,Otto,Porter,Otto Porter,SF,79.5,6' 7.5'',80.5,6' 8.5'',197.6,85.5,7' 1.5'',105.5,8' 9.5'',6.65,8.75,9.25,27.0,36.0,11.25,3.06,3.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,203490,1.0,3.0,3.0,1610612764,Georgetown,203490,Otto Porter Jr.,1993-06-03 00:00:00,Georgetown,USA,2013,1,3
2013,203515,Phil,Pressey,Phil Pressey,PG,69.5,5' 9.5'',71.5,5' 11.5'',177,74.25,6' 2.25'',92.0,7' 8'',4.7,7.75,9.75,33.0,38.5,10.86,3.02,3.13,7.0,,,,,,3-5,3-5,4-5,3-5,0-5,3-5,3-5,4-5,3-5,2-5,,,,,,,,,,,,,,,203515,Phil Pressey,1991-02-17 00:00:00,Missouri,USA,Undrafted,Undrafted,Undrafted
2013,203318,Glen,Rice,Glen Rice,SF-SG,76.5,6' 4.5'',77.75,6' 5.75'',210.8,81.25,6' 9.25'',101.5,8' 5.5'',8.45,8.5,9.0,33.0,40.5,10.99,3.08,3.25,10.0,,,,,,2-5,4-5,2-5,3-5,3-5,2-5,1-5,1-5,4-5,2-5,,,,,,,,,203318,2.0,5.0,35.0,1610612755,Michigan,203318,Glen Rice,1991-01-01 00:00:00,Georgia Tech,USA,2013,2,35
2013,203460,Andre,Roberson,Andre Roberson,PF-SF,78.25,6' 6.25'',79.0,6' 7'',205.8,83.0,6' 11'',104.5,8' 8.5'',7.05,8.75,9.5,30.0,36.5,11.36,3.02,3.34,10.0,,,,,,2-5,3-5,4-5,3-5,2-5,3-5,1-5,0-5,2-5,1-5,,,,,,,,,203460,1.0,26.0,26.0,1610612750,Colorado,203460,Andre Roberson,1991-12-04 00:00:00,Colorado,USA,2013,1,26
2013,203471,Dennis,Schroder,Dennis Schroder,PG,73.0,6' 1'',74.0,6' 2'',164.8,79.75,6' 7.75'',98.0,8' 2'',4.1,8.75,10.5,30.0,34.0,11.09,2.86,3.21,1.0,,,,,,,,,,,,,,,,,,,,,,,,203471,1.0,17.0,17.0,1610612737,Basketball Lowen Braunschweig (Germany),203471,Dennis Schroder,1993-09-15 00:00:00,Braunschweig,Germany,2013,1,17
2013,203491,Peyton,Siva,Peyton Siva,PG,71.5,5' 11.5'',73.0,6' 1'',180.6,75.0,6' 3'',93.0,7' 9'',6.05,8.0,9.75,33.5,41.5,10.59,2.93,3.16,15.0,,,,,,5-5,3-5,3-5,4-5,3-5,4-5,2-5,4-5,2-5,4-5,,,,,,,,,203491,2.0,26.0,56.0,1610612765,Louisville,203491,Peyton Siva,1990-10-24 00:00:00,Louisville,USA,2013,2,56
2013,203503,Tony,Snell,Tony Snell,SF-SG,78.0,6' 6'',79.25,6' 7.25'',198.2,83.5,6' 11.5'',105.5,8' 9.5'',4.85,9.0,9.5,30.0,36.5,11.36,2.84,3.25,7.0,,,,,,3-5,5-5,4-5,4-5,4-5,4-5,3-5,5-5,3-5,2-5,,,,,,,,,203503,1.0,20.0,20.0,1610612741,New Mexico,203503,Tony Snell,1991-11-10 00:00:00,New Mexico,USA,2013,1,20
2013,203480,James,Southerland,James Southerland,SF-PF,79.0,6' 7'',80.0,6' 8'',220.6,85.0,7' 1'',106.0,8' 10'',8.05,8.0,9.5,29.0,32.0,10.9,3.03,3.38,5.0,,,,,,5-5,3-5,4-5,3-5,2-5,2-5,4-5,3-5,3-5,2-5,,,,,,,,,,,,,,,203480,James Southerland,1990-04-28 00:00:00,Syracuse,USA,Undrafted,Undrafted,Undrafted
2013,203519,Adonis,Thomas,Adonis Thomas,SF,76.75,6' 4.75'',77.75,6' 5.75'',231.8,85.0,7' 1'',99.0,8' 3'',7.5,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13.0,,,,,,1-5,4-5,4-5,4-5,1-5,4-5,4-5,2-5,3-5,2-5,,,,,,,,,,,,,,,203519,Adonis Thomas,1993-03-25 00:00:00,Memphis,USA,Undrafted,Undrafted,Undrafted
2013,203472,Deshaun,Thomas,Deshaun Thomas,SF,77.0,6' 5'',79.0,6' 7'',219.8,82.0,6' 10'',104.0,8' 8'',9.1,8.0,8.75,28.5,32.0,12.94,3.38,3.53,5.0,,,,,,1-5,3-5,5-5,5-5,3-5,3-5,3-5,3-5,3-5,3-5,,,,,,,,,203472,2.0,28.0,58.0,1610612759,Ohio State,,,,,,,,
2013,203481,Jeff,Withey,Jeff Withey,C,82.75,6' 10.75'',84.5,7' 0.5'',221.8,86.0,7' 2'',110.5,9' 2.5'',8.65,9.0,9.75,26.5,29.0,12.49,3.29,3.47,10.0,3-5,3-5,3-5,3-5,4-5,,,,,,,,,,,,,,,,,,,203481,2.0,9.0,39.0,1610612757,Kansas,203481,Jeff Withey,1990-03-07 00:00:00,Kansas,USA,2013,2,39
2013,203489,Nate,Wolters,Nate Wolters,PG,75.5,6' 3.5'',76.75,6' 4.75'',196.4,75.75,6' 3.75'',98.0,8' 2'',5.5,8.25,8.75,,,,,,8.0,,,,,,2-5,4-5,4-5,4-5,3-5,3-5,4-5,2-5,3-5,4-5,,,,,,,,,203489,2.0,8.0,38.0,1610612764,South Dakota State,203489,Nate Wolters,1991-05-15 00:00:00,South Dakota State,USA,2013,2,38
2013,203523,BJ,Young,BJ Young,SG-PG,74.25,6' 2.25'',75.5,6' 3.5'',178.8,80.25,6' 8.25'',99.0,8' 3'',4.7,8.5,9.5,,,,,,,,,,,,3-5,2-5,2-5,4-5,3-5,4-5,2-5,1-5,2-5,3-5,,,,,,,,,,,,,,,,,,,,,,
2013,203469,Cody,Zeller,Cody Zeller,C-PF,82.75,6' 10.75'',84.25,7' 0.25'',230,82.75,6' 10.75'',106.0,8' 10'',4.75,8.5,10.5,35.5,37.5,10.82,2.69,3.15,17.0,,,,,,,,,,,,,,,,,,,,,,,,203469,1.0,4.0,4.0,1610612766,Indiana,203469,Cody Zeller,1992-10-05 00:00:00,Indiana,USA,2013,1,4
2014,203919,Jordan,Adams,Jordan Adams,SG,75.5,6' 3.5'',76.75,6' 4.75'',208.8,82.0,6' 10'',102.0,8' 6'',10.8,8.5,7.5,24.5,29.5,12.13,3.05,3.5,,,,,,,5-5,3-5,5-5,3-5,3-5,4-5,3-5,2-5,3-5,5-5,4-6,4-6,5-6,,,,21-35,,203919,1.0,22.0,22.0,1610612763,California-Los Angeles,,,,,,,,
2014,203937,Kyle,Anderson,Kyle Anderson,SF,79.5,6' 7.5'',80.5,6' 8.5'',230.1,86.75,7' 2.75'',107.5,8' 11.5'',13.35,8.25,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203937,1.0,30.0,30.0,1610612759,California-Los Angeles,,,,,,,,
